Species,ElementalState,ElementSymbol,PhysicalState,dHf0,S0,Cp,TK,TC,dH,dG,logK,dHmCl,dGmCl,dGStableCl
TlCl3(s),n,Tl,s,-315100,,0.00,800,527,-355917.004,-36964.60405,2.413483006,-118639.0013,-12321.53468,y
Zn(s),y,Zn,s,0,41.63,25.40,800,527,0,0,0,#DIV/0!,#DIV/0!,n
ZnCl2(g),n,Zn,g,-266100,,0.00,800,527,-297253.7094,-85544.10936,5.585323028,-148626.8547,-42772.05468,y
ZnCl2(s),n,Zn,s,-415050,111.46,71.34,800,527,-410391.0294,-287849.4294,18.79418768,-205195.5147,-143924.7147,n
Cd(s),y,Cd,s,0,51.76,25.98,800,527,0,0,0,#DIV/0!,#DIV/0!,n
CdCl2(s),n,Cd,s,-391500,115.27,74.68,800,527,-385455.5094,-257857.9094,16.83598941,-192727.7547,-128928.9547,y
Hg(l),y,Hg,l,0,76.02,27.98,800,527,0,0,0,#DIV/0!,#DIV/0!,n
HgCl2(s),n,Hg,s,-224300,146.00,0.00,800,527,-256750.3754,-134328.7754,8.770558347,-128375.1877,-67164.38768,y
Ag(s),y,Ag,s,0,42.55,25.35,800,527,0,0,0,#DIV/0!,#DIV/0!,n
AgCl(s),n,Ag,s,-127068,96.20,50.79,800,527,-123498.5747,-77215.77468,5.041551636,-123498.5747,-77215.77468,y
AgCl(g),n,Ag,g,,245.92,35.86,800,527,-3925.434682,-77418.63468,5.054796716,-3925.434682,-77418.63468,n
Au(s),y,Au,s,0,46.40,25.42,800,527,0,0,0,#DIV/0!,#DIV/0!,n
AuCl(s),n,Au,s,197000,,0.00,800,527,175038.7093,301361.5093,-19.67641478,175038.7093,301361.5093,y
Pd(s),y,Pd,s,0,37.57,25.98,800,527,0,0,0,#DIV/0!,#DIV/0!,n
PdCl2(s),n,Pd,s,-198700,,0.00,800,527,-230144.8694,-21683.26936,1.415738204,-115072.4347,-10841.63468,y
Rh(s),y,Rh,s,0,31.51,24.98,800,527,0,0,0,#DIV/0!,#DIV/0!,n
RhCl3(g),n,Rh,g,67,,0.00,800,527,35957.13064,239570.7306,-15.64198784,17978.56532,119785.3653,n
RhCl3(s),n,Rh,s,-299,,0.00,800,527,-330142.8694,-126529.2694,8.261315095,-165071.4347,-63264.63468,y
Ru(s),y,Ru,s,0,28.53,24.06,800,527,0,0,0,#DIV/0!,#DIV/0!,n
RuCl4(g),n,Ru,g,-51900,,0.00,800,527,-100783.9387,278851.2613,-18.20668171,-25195.98468,69712.81532,y
RuCl3(g),n,Ru,g,-1300,,0.00,800,527,-40982.48405,249449.916,-16.28701696,-13660.82802,83149.97198,n
RuCl3(s),n,Ru,s,-205000,,0.00,800,527,-244682.484,45749.91595,-2.987091233,-81560.82802,15249.97198,n
Pt(s),y,Pt,s,0,41.63,25.86,800,527,0,0,0,#DIV/0!,#DIV/0!,n
PtCl4(s),n,Pt,s,-231800,,0.00,800,527,-281587.5387,108527.6613,-7.085958931,-70396.88468,27131.91532,y
Ir(s),y,Ir,s,0,35.48,25.10,800,527,0,0,0,#DIV/0!,#DIV/0!,n
IrCl3(s),n,Ir,s,-245600,,0.00,800,527,-285804.564,10187.83595,-0.665181451,-95268.18802,3395.945318,y
Os(s),y,Os,s,0,32.60,24.70,800,527,0,0,0,#DIV/0!,#DIV/0!,n
OsCl4(g),n,Os,g,-79000,,0.00,800,527,-128205.2187,254685.9813,-16.62888873,-32051.30468,63671.49532,y
OsCl4(s),n,Os,s,-254800,,0.00,800,527,-304005.2187,78885.98127,-5.150602316,-76001.30468,19721.49532,n
Re(s),y,Re,s,0,36.86,25.48,800,527,0,0,0,#DIV/0!,#DIV/0!,n
ReCl5(g),n,Re,g,-318000,,0.00,800,527,-376798.2334,98703.76659,-6.444539836,-75359.64668,19740.75332,y
ReCl5(g),n,Re,s,-372000,,0.00,800,527,-430798.2334,44703.76659,-2.91878633,-86159.64668,8940.753318,n
Mo(s),y,Mo,s,0,28.66,24.06,800,527,0,0,0,#DIV/0!,#DIV/0!,n
MoCl4(g),n,Mo,g,-377000,,0.00,800,527,-425883.9387,-46144.73873,3.012869896,-106470.9847,-11536.18468,n
MoCl4(s),n,Mo,s,-480000,,0.00,800,527,-528883.9387,-149144.7387,9.73791825,-132220.9847,-37286.18468,n
MoCl5(s),n,Mo,s,-527200,,0.00,800,527,-585285.3934,-116343.3934,7.596261616,-117057.0787,-23268.67868,y
W(s),y,W,s,0,32.64,24.27,800,527,0,0,0,#DIV/0!,#DIV/0!,n
WCl4(g),n,W,g,-305000,,0.00,800,527,-353989.3587,28933.84127,-1.889140598,-88497.33968,7233.460318,n
WCl4(s),n,W,s,-496000,,0.00,800,527,-544989.3587,-162066.1587,10.58158014,-136247.3397,-40516.53968,n
WCl5(g),n,W,g,-421700,,0.00,800,527,-479890.8134,-7764.81341,0.506978113,-95978.16268,-1552.962682,y
WCl5(s),n,W,s,-496200,,0.00,800,527,-554390.8134,-82264.81341,5.371212117,-110878.1627,-16452.96268,n
V(s),y,V,s,0,28.91,24.89,800,527,0,0,0,#DIV/0!,#DIV/0!,n
VCl2(g),n,V,g,-256500,,0.00,800,527,-287397.6894,-85864.08936,5.606215077,-143698.8447,-42932.04468,n
VCl2(s),n,V,s,-452000,97.10,72.22,800,527,-446643.2494,-322789.6494,21.07549515,-223321.6247,-161394.8247,n
VCl4(g),n,V,g,-525000,362.40,96.20,800,527,-526008.1987,-435988.9987,28.46647669,-131502.0497,-108997.2497,y
Nb(s),y,Nb,s,0,36.40,24.60,800,527,0,0,0,#DIV/0!,#DIV/0!,n
NbCl5(g),n,Nb,g,-703700,400.56,120.83,800,527,-701399.8134,-546713.8134,35.69589157,-140279.9627,-109342.7627,y
NbCl5(s),n,Nb,s,-797500,210.50,148.10,800,527,-781510.2734,-474776.2734,30.99896501,-156302.0547,-94955.25468,n
Ta(s),y,Ta,s,0,41.51,25.36,800,527,0,0,0,#DIV/0!,#DIV/0!,n
TaCl4(g),n,Ta,g,-560700,,0.00,800,527,-610236.5387,-220217.3387,14.37837137,-152559.1347,-55054.33468,y
TaCl4(s),n,Ta,s,-701700,,0.00,800,527,-751236.5387,-361217.3387,23.58450553,-187809.1347,-90304.33468,n
Ti(s),y,Ti,s,0,30.63,25.02,800,527,0,0,0,#DIV/0!,#DIV/0!,n
TiCl4(g),n,Ti,g,-763200,354.90,95.40,800,527,-764675.0587,-667279.8587,43.56785744,-191168.7647,-166819.9647,y
TiCl4(l),n,Ti,l,-804200,252.34,145.18,800,527,-780685.4987,-601242.2987,39.25615079,-195171.3747,-150310.5747,n
Zr(s),y,Zr,s,0,38.99,25.36,800,527,0,0,0,#DIV/0!,#DIV/0!,n
ZrCl4(g),n,Zr,g,-870300,368.30,98.28,800,527,-870499.9787,-777136.7787,50.74060597,-217624.9947,-194284.1947,y
ZrCl4(s),n,Zr,s,-980520,181.60,119.79,800,527,-969921.9587,-727198.7587,47.48006617,-242480.4897,-181799.6897,n
Hf(s),y,Hf,s,0,43.56,25.73,800,527,0,0,0,#DIV/0!,#DIV/0!,n
HfCl4(g),n,Hf,g,-884000,,0.00,800,527,-933722.2787,-542063.0787,35.39223705,-233430.5697,-135515.7697,n
HfCl(s),n,Hf,s,-990350,190.80,120.50,800,527,-979581.2787,-740562.0787,48.35258048,-244895.3197,-185140.5197,y
Sc(s),y,Sc,s,0,34.64,25.52,800,527,0,0,0,#DIV/0!,#DIV/0!,n
ScCl3(s),n,Sc,s,-925000,,0.00,800,527,-965415.404,-670095.004,43.75166315,-321805.1347,-223365.0013,y
Y(s),y,Y,s,0,44.43,26.53,800,527,0,0,0,#DIV/0!,#DIV/0!,n
YCl3(s),n,Y,s,-1000000,,0.00,800,527,-1040922.424,-737770.024,48.17028239,-346974.1413,-245923.3413,n
YCl3(g),n,Y,g,-750200,,75.00,800,527,-753472.424,-450320.024,29.40217414,-251157.4747,-150106.6747,y
Lu(s),y,Lu,s,0,50.96,26.86,800,527,0,0,0,#DIV/0!,#DIV/0!,n
LuCl3(s),n,Lu,s,-945600,,0.00,800,527,-986688.084,-678311.684,44.28814442,-328896.028,-226103.8947,n
LuCl3(g),n,Lu,g,-649000,,0.00,800,527,-690088.084,-381711.684,24.92261682,-230029.3613,-127237.228,y
Yb(s),y,Yb,s,0,59.87,26.74,800,527,0,0,0,#DIV/0!,#DIV/0!,n
YbCl2(s),n,Yb,s,-799600,,0.00,800,527,-831426.3894,-605124.7894,39.50964533,-415713.1947,-302562.3947,y
YbCl3(s),n,Yb,s,-959800,,0.00,800,527,-1000827.844,-685323.444,44.74595437,-333609.2813,-228441.148,n
Tm(s),y,Tm,s,0,74.01,27.03,800,527,0,0,0,#DIV/0!,#DIV/0!,n
TmCl2(s),n,Tm,s,-987,,0.00,800,527,-1018571.969,-780958.3694,50.99012424,-509285.9847,-390479.1847,y
Er(s),y,Er,s,0,73.18,28.12,800,527,0,0,0,#DIV/0!,#DIV/0!,n
ErCl3(s),n,Er,s,-998700,,0.00,800,527,-1040420.604,-714268.204,46.63580787,-346806.868,-238089.4013,n
ErCl3(g),n,Er,g,-699000,,0.00,800,527,-740720.604,-414568.204,27.06787591,-246906.868,-138189.4013,y
Ho(s),y,Ho,s,0,75.30,27.15,800,527,0,0,0,#DIV/0!,#DIV/0!,n
HoCl3(s),n,Ho,s,-1005400,,0.00,800,527,-1046633.664,-718785.264,46.93073454,-348877.888,-239595.088,n
HoCl3(g),n,Ho,g,-703000,,0.00,800,527,-744233.664,-416385.264,27.1865149,-248077.888,-138795.088,y
Dy(s),y,Dy,s,0,74.77,28.16,800,527,0,0,0,#DIV/0!,#DIV/0!,n
DyCl3(s),n,Dy,s,-1000000,,0.00,800,527,-1041740.684,-714316.284,46.63894709,-347246.8947,-238105.428,y
Tb(s),y,Tb,s,0,73.22,28.91,800,527,0,0,0,#DIV/0!,#DIV/0!,n
TbCl3(s),n,Tb,s,-997000,,0.00,800,527,-1039117.184,-712932.784,46.54861598,-346372.3947,-237644.2613,y
Gd(s),y,Gd,s,0,68.07,37.04,800,527,0,0,0,#DIV/0!,#DIV/0!,n
GdCl3(s),n,Gd,s,-1008000,,0.00,800,527,-1044996.989,-812135.3894,53.02572586,-522498.4947,-406067.6947,y
Eu(s),y,Eu,s,0,77.78,27.66,800,527,0,0,0,#DIV/0!,#DIV/0!,n
EuCl2(s),n,Eu,s,-824000,,0.00,800,527,-856288.2294,-615658.6294,40.19741798,-428144.1147,-307829.3147,n
EuCl2(g),n,Eu,g,-460000,,0.00,800,527,-492288.2294,-251658.6294,16.43122768,-246144.1147,-125829.3147,y
Sm(s),y,Sm,s,0,69.58,29.54,800,527,0,0,0,#DIV/0!,#DIV/0!,n
SmCl2(s),n,Sm,s,-815500,,0.00,800,527,-848731.9894,-614662.3894,40.13237175,-424365.9947,-307331.1947,y
SmCl3(s),n,Sm,s,-1025900,,0.00,800,527,-1068333.444,-745061.044,48.64632571,-356111.148,-248353.6813,n
Nd(s),y,Nd,s,0,71.50,27.45,800,527,0,0,0,#DIV/0!,#DIV/0!,n
NdCl3(s),n,Nd,s,-1041000,,113.00,800,527,-1016456.809,-780851.2094,50.98312758,-508228.4047,-390425.6047,n
NdCl3(g),n,Nd,g,-724000,,0.00,800,527,-756182.8094,-520577.2094,33.98938743,-378091.4047,-260288.6047,y
Pr(s),y,Pr,s,0,73.20,27.20,800,527,0,0,0,#DIV/0!,#DIV/0!,n
PrCl3(s),n,Pr,s,-1072700,,0.00,800,527,-1113958.764,-787790.364,51.43619701,-371319.588,-262596.788,y
Ce(s),y,Ce,s,0,72.00,26.94,800,527,0,0,0,#DIV/0!,#DIV/0!,n
CeCl3(s),n,Ce,s,-1053500,,0.00,800,527,-1094628.244,-769419.844,50.23675394,-364876.0813,-256473.2813,y
La(s),y,La,s,0,56.90,27.11,800,527,0,0,0,#DIV/0!,#DIV/0!,n
LaCl3(s),n,La,s,-1071100,,108.80,800,527,-1057695.984,-744567.584,48.61410685,-352565.328,-248189.1947,y
LaCl3(g),n,La,g,-741,,0.00,800,527,-782213.584,-469085.184,30.62738393,-260737.8613,-156361.728,n
U(s),y,U,s,0,50.21,27.67,800,527,0,0,0,#DIV/0!,#DIV/0!,n
UCl4(s),n,U,s,-1019200,197.10,122.01,800,527,-1008644.629,-769345.4287,50.23189524,-252161.1572,-192336.3572,n
UCl4(g),n,U,g,-809600,419.00,0.00,800,527,-860293.6487,-798514.4487,52.13639106,-215073.4122,-199628.6122,y
UCl4(s),n,U,s,-1092000,285.80,175.70,800,527,-249407.3281,97337.47191,-6.35533209,-41567.88802,16222.91198,n
UCl4(g),n,U,g,-1013000,431.00,0.00,800,527,-258608.7281,-28023.92809,1.829730791,-43101.45468,-4670.654682,n
Pa(s),y,Pa,s,0,51.90,0.00,800,527,0,0,0,#DIV/0!,#DIV/0!,n
PaCl4(s),n,Pa,s,-1043000,,0.00,800,527,-1079805.819,-681474.6187,44.4946579,-269951.4547,-170368.6547,y
Th(s),y,Th,s,0,53.39,27.32,800,527,0,0,0,#DIV/0!,#DIV/0!,n
ThCl4(s),n,Th,s,-1186600,190.40,0.00,800,527,-1237120.459,-989917.2587,64.63341196,-309280.1147,-247479.3147,n
ThCl4(g),n,Th,g,-966100,397.50,101.70,800,527,-965567.0587,-884043.8587,57.72075435,-241391.7647,-221010.9647,y
Be(s),y,Be,s,0,9.50,16.44,800,527,0,0,0,#DIV/0!,#DIV/0!,n
BeCl2(s),n,Be,s,-495800,75.81,62.43,800,527,-491115.9294,-365758.3294,23.88099467,-245557.9647,-182879.1647,y
BeCl2(g),n,Be,g,-358600,,0.00,800,527,-385255.7894,-199250.1894,13.00938988,-192627.8947,-99625.09468,n
Mg(s),y,Mg,s,0,32.68,24.89,800,527,0,0,0,#DIV/0!,#DIV/0!,n
MgCl2(s),n,Mg,s,-641320,89.62,71.38,800,527,-636384.9294,-503531.3294,32.87643241,-318192.4647,-251765.6647,n
MgCl2(g),n,Mg,g,-400400,,0.00,800,527,-431297.6894,-226748.0894,14.80477539,-215648.8447,-113374.0447,y
Ca(s),y,Ca,s,0,41.42,25.31,800,527,0,0,0,#DIV/0!,#DIV/0!,n
CaCl2(s),n,Ca,s,-795800,104.60,72.59,800,527,-790468.3494,-662606.7494,43.26274204,-395234.1747,-331303.3747,n
CaCl2(g),n,Ca,g,-471500,290.27,59.33,800,527,-472824.8694,-493499.2694,32.22142184,-236412.4347,-246749.6347,y
Sr(s),y,Sr,s,0,52.30,26.40,800,527,0,0,0,#DIV/0!,#DIV/0!,n
SrCl2(s),n,Sr,s,-828900,114.85,75.60,800,527,-822604.5094,-694238.9094,45.32806054,-411302.2547,-347119.4547,n
SrCl2(g),n,Sr,g,-485800,310.81,55.77,800,527,-489459.1694,-517861.5694,33.81207859,-244729.5847,-258930.7847,y
Ba(s),y,Ba,s,0,62.80,28.07,800,527,0,0,0,#DIV/0!,#DIV/0!,n
BaCl2(s),n,Ba,s,-858600,123.68,75.14,800,527,-853373.7694,-723672.1694,47.24980905,-426686.8847,-361836.0847,n
BaCl2(g),n,Ba,g,-525900,325.29,56.19,800,527,-530186.6694,-561773.0694,36.67913646,-265093.3347,-280886.5347,y
Li(s),y,Li,s,0,29.12,24.77,800,527,0,0,0,#DIV/0!,#DIV/0!,n
LiCl(s),n,Li,s,-408610,59.33,47.99,800,527,-406155.0147,-341120.2147,22.2723295,-406155.0147,-341120.2147,n
LiCl(g),n,Li,g,-195400,212.82,33.22,800,527,-200359.5547,-258119.9547,16.8530988,-200359.5547,-258119.9547,y
Na(s),y,Na,s,0,51.21,28.24,800,527,0,0,0,#DIV/0!,#DIV/0!,n
NaCl(s),n,Na,s,-411153,72.13,50.50,800,527,-409179.9347,-336713.1347,21.98458362,-409179.9347,-336713.1347,n
NaCl(g),n,Na,g,-176650,229.81,35.77,800,527,-182071.3947,-235748.5947,15.39243397,-182071.3947,-235748.5947,y
K(s),y,K,s,0,64.18,29.58,800,527,0,0,0,#DIV/0!,#DIV/0!,n
KCl(s),n,K,s,-436747,82.59,51.30,800,527,-435045.0147,-360570.2147,23.54225368,-435045.0147,-360570.2147,n
KCl(g),n,K,g,-214140,239.10,36.48,800,527,-219877.6547,-270610.8547,17.66865129,-219877.6547,-270610.8547,y
Rb(s),y,Rb,s,0,76.78,31.06,800,527,0,0,0,#DIV/0!,#DIV/0!,n
RbCl(s),n,Rb,s,-435350,95.90,52.38,800,527,-433849.8187,-359943.0187,23.50130297,-433849.8187,-359943.0187,n
RbCl(g),n,Rb,g,-228900,249.56,36.82,800,527,-235210.9387,-284232.1387,18.55800851,-235210.9387,-284232.1387,y
Cs(s),y,Cs,s,0,85.23,32.17,800,527,0,0,0,#DIV/0!,#DIV/0!,n
CsCl(s),n,Cs,s,-443040,101.17,52.47,800,527,-442050.8547,-365600.0547,23.87066064,-442050.8547,-365600.0547,n
CsCl(g),n,Cs,g,-240200,255.96,36.94,800,527,-247006.9147,-294388.1147,19.22110977,-247006.9147,-294388.1147,y
